TS|(Overall),TS|(Rpi),CH4|MQ4|Description for MQ4,CO|MQ7|Description for MQ7,Gen|MQ5|Description for MQ5,Alcohol|MQ3|Description for MQ3,NH3|MQ135|Description for MQ135,Comb|MQ2|Description for MQ2,SCDtime|SCD41|descriptionSCD41,CO2|SCD41|descriptionSCD41,C|SCD41|descriptionSCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41|description SCD41,Session
2023-12-07 00:14:39.695,2023-12-06 23:07:48.435,289.00,48.00,144.00,213.00,202.00,231.00,2023-12-06 23:07:30.531,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:39.889,2023-12-06 23:07:48.758,204.00,48.00,143.00,163.00,201.00,201.00,2023-12-06 23:07:35.567,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:40.082,2023-12-06 23:07:49.002,232.00,47.00,143.00,178.00,201.00,211.00,2023-12-06 23:07:40.577,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:40.276,2023-12-06 23:07:49.241,291.00,47.00,143.00,215.00,201.00,232.00,2023-12-06 23:07:45.582,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:40.469,2023-12-06 23:07:49.478,202.00,45.00,144.00,162.00,200.00,200.00,2023-12-06 23:07:45.582,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:40.663,2023-12-06 23:07:49.696,231.00,48.00,143.00,178.00,202.00,211.00,2023-12-06 23:07:45.582,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:40.857,2023-12-06 23:07:49.943,293.00,48.00,144.00,216.00,202.00,231.00,2023-12-06 23:07:45.582,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:41.050,2023-12-06 23:07:50.190,200.00,47.00,143.00,163.00,201.00,204.00,2023-12-06 23:07:45.582,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:41.244,2023-12-06 23:07:50.421,230.00,48.00,144.00,177.00,202.00,211.00,2023-12-06 23:07:45.582,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:41.437,2023-12-06 23:07:50.655,294.00,47.00,143.00,212.00,201.00,226.00,2023-12-06 23:07:50.602,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:41.631,2023-12-06 23:07:50.894,203.00,45.00,144.00,167.00,202.00,208.00,2023-12-06 23:07:50.602,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:41.824,2023-12-06 23:07:51.136,229.00,48.00,143.00,176.00,201.00,212.00,2023-12-06 23:07:50.602,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:42.017,2023-12-06 23:07:51.379,290.00,47.00,141.00,209.00,201.00,226.00,2023-12-06 23:07:50.602,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:42.210,2023-12-06 23:07:51.608,211.00,48.00,143.00,174.00,200.00,212.00,2023-12-06 23:07:50.602,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:42.404,2023-12-06 23:07:51.831,228.00,47.00,143.00,176.00,201.00,209.00,2023-12-06 23:07:50.602,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:43.565,2023-12-06 23:07:52.255,223.00,47.00,143.00,173.00,201.00,208.00,2023-12-06 23:07:50.602,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:43.759,2023-12-06 23:07:52.499,272.00,48.00,143.00,196.00,201.00,218.00,2023-12-06 23:07:50.602,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:43.952,2023-12-06 23:07:52.748,241.00,48.00,143.00,193.00,202.00,220.00,2023-12-06 23:07:50.602,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:44.146,2023-12-06 23:07:52.960,220.00,45.00,144.00,171.00,202.00,207.00,2023-12-06 23:07:50.602,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:44.339,2023-12-06 23:07:53.193,263.00,46.00,143.00,191.00,202.00,215.00,2023-12-06 23:07:50.602,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:44.533,2023-12-06 23:07:53.442,249.00,48.00,143.00,197.00,201.00,223.00,2023-12-06 23:07:50.602,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:44.725,2023-12-06 23:07:53.685,218.00,47.00,143.00,170.00,202.00,207.00,2023-12-06 23:07:50.602,0,0,0,0,0,2023-12-06 23:07:27
2023-12-07 00:14:44.919,2023-12-06 23:07:53.912,255.00,48.00,144.00,186.00,202.00,212.00,2023-12-06 23:07:50.602,0,0,0,0,0,2023-12-06 23:07:27
