TS|(Overall),TS|(Rpi),CH4|MQ4|Description for MQ4,CO|MQ7|Description for MQ7,Gen|MQ5|Description for MQ5,Alcohol|MQ3|Description for MQ3,NH3|MQ135|Description for MQ135,Comb|MQ2|Description for MQ2,SCDtime|SCD41|descriptionSCD41,CO2|SCD41|descriptionSCD41,C|SCD41|descriptionSCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41|description SCD41,Session
2023-12-06 22:52:11.415,2023-12-06 22:46:29.162,231.00,47.00,143.00,178.00,202.00,211.00,2023-12-06 22:46:25.511,1664,28.120498657226562,27383,32.62939453125,21384,2023-12-06 22:06:17
2023-12-06 22:52:11.609,2023-12-06 22:46:29.345,283.00,48.00,144.00,212.00,202.00,230.00,2023-12-06 22:46:25.511,1664,28.120498657226562,27383,32.62939453125,21384,2023-12-06 22:06:17
2023-12-06 22:52:11.801,2023-12-06 22:46:29.519,206.00,46.00,144.00,164.00,203.00,203.00,2023-12-06 22:46:25.511,1664,28.120498657226562,27383,32.62939453125,21384,2023-12-06 22:06:17
2023-12-06 22:52:11.995,2023-12-06 22:46:29.714,230.00,46.00,143.00,177.00,204.00,212.00,2023-12-06 22:46:25.511,1664,28.120498657226562,27383,32.62939453125,21384,2023-12-06 22:06:17
2023-12-06 22:52:12.769,2023-12-06 22:46:30.487,287.00,47.00,143.00,209.00,203.00,226.00,2023-12-06 22:46:25.511,1664,28.120498657226562,27383,32.62939453125,21384,2023-12-06 22:06:17
2023-12-06 22:52:12.963,2023-12-06 22:46:30.682,216.00,48.00,144.00,177.00,204.00,214.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:13.156,2023-12-06 22:46:30.920,224.00,47.00,144.00,173.00,203.00,209.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:13.350,2023-12-06 22:46:31.088,271.00,46.00,143.00,198.00,202.00,218.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:13.543,2023-12-06 22:46:31.263,243.00,48.00,144.00,193.00,204.00,222.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:13.737,2023-12-06 22:46:31.464,218.00,47.00,143.00,171.00,202.00,207.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:13.930,2023-12-06 22:46:31.649,249.00,45.00,145.00,183.00,202.00,210.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:14.124,2023-12-06 22:46:31.845,268.00,48.00,145.00,206.00,203.00,229.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:14.317,2023-12-06 22:46:32.037,211.00,46.00,143.00,167.00,202.00,204.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:14.511,2023-12-06 22:46:32.230,232.00,46.00,144.00,178.00,202.00,211.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:14.703,2023-12-06 22:46:32.426,281.00,46.00,145.00,211.00,202.00,231.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:14.897,2023-12-06 22:46:32.641,206.00,49.00,143.00,166.00,202.00,202.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:15.091,2023-12-06 22:46:32.810,230.00,47.00,143.00,179.00,201.00,211.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:15.865,2023-12-06 22:46:33.592,291.00,46.00,144.00,209.00,204.00,226.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:16.058,2023-12-06 22:46:33.780,210.00,49.00,145.00,173.00,204.00,212.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:16.252,2023-12-06 22:46:33.975,226.00,46.00,144.00,174.00,204.00,210.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:16.445,2023-12-06 22:46:34.167,277.00,48.00,143.00,201.00,203.00,221.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
2023-12-06 22:52:16.639,2023-12-06 22:46:34.409,235.00,48.00,145.00,189.00,204.00,220.00,2023-12-06 22:46:30.522,1665,28.136520385742188,27389,32.6141357421875,21374,2023-12-06 22:06:17
