TS|(Overall),TS|(Rpi),CH4|MQ4|Description for MQ4,CO|MQ7|Description for MQ7,Gen|MQ5|Description for MQ5,Alcohol|MQ3|Description for MQ3,NH3|MQ135|Description for MQ135,Comb|MQ2|Description for MQ2,SCDtime|SCD41|descriptionSCD41,CO2|SCD41|descriptionSCD41,C|SCD41|descriptionSCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41|description SCD41,Session
2023-12-07 10:26:40.048,2023-12-07 10:21:24.760,198.00,28.00,17.00,96.00,98.00,137.00,2023-12-07 10:21:24.335,691,10.216217041015625,20678,55.0262451171875,36062,2023-12-07 09:59:18
2023-12-07 10:26:40.240,2023-12-07 10:21:24.961,198.00,28.00,17.00,96.00,98.00,137.00,2023-12-07 10:21:24.335,691,10.216217041015625,20678,55.0262451171875,36062,2023-12-07 09:59:18
2023-12-07 10:26:40.432,2023-12-07 10:21:25.114,198.00,28.00,18.00,96.00,97.00,136.00,2023-12-07 10:21:24.335,691,10.216217041015625,20678,55.0262451171875,36062,2023-12-07 09:59:18
2023-12-07 10:26:40.623,2023-12-07 10:21:25.291,198.00,28.00,18.00,96.00,97.00,136.00,2023-12-07 10:21:24.335,691,10.216217041015625,20678,55.0262451171875,36062,2023-12-07 09:59:18
2023-12-07 10:26:40.816,2023-12-07 10:21:25.484,198.00,28.00,18.00,97.00,95.00,136.00,2023-12-07 10:21:24.335,691,10.216217041015625,20678,55.0262451171875,36062,2023-12-07 09:59:18
2023-12-07 10:26:41.007,2023-12-07 10:21:25.678,197.00,28.00,18.00,96.00,95.00,135.00,2023-12-07 10:21:24.335,691,10.216217041015625,20678,55.0262451171875,36062,2023-12-07 09:59:18
2023-12-07 10:26:41.200,2023-12-07 10:21:25.902,196.00,28.00,18.00,96.00,95.00,135.00,2023-12-07 10:21:24.335,691,10.216217041015625,20678,55.0262451171875,36062,2023-12-07 09:59:18
2023-12-07 10:26:41.391,2023-12-07 10:21:26.090,197.00,28.00,18.00,96.00,96.00,136.00,2023-12-07 10:21:24.335,691,10.216217041015625,20678,55.0262451171875,36062,2023-12-07 09:59:18
2023-12-07 10:26:41.584,2023-12-07 10:21:26.252,196.00,30.00,18.00,96.00,96.00,136.00,2023-12-07 10:21:24.335,691,10.216217041015625,20678,55.0262451171875,36062,2023-12-07 09:59:18
2023-12-07 10:26:41.775,2023-12-07 10:21:26.445,197.00,28.00,19.00,96.00,96.00,137.00,2023-12-07 10:21:24.335,691,10.216217041015625,20678,55.0262451171875,36062,2023-12-07 09:59:18
2023-12-07 10:26:41.967,2023-12-07 10:21:26.638,196.00,28.00,20.00,97.00,96.00,136.00,2023-12-07 10:21:24.335,691,10.216217041015625,20678,55.0262451171875,36062,2023-12-07 09:59:18
