TS|(Overall),TS|(Rpi),CH4|MQ4|Description for MQ4,CO|MQ7|Description for MQ7,Gen|MQ5|Description for MQ5,Alcohol|MQ3|Description for MQ3,NH3|MQ135|Description for MQ135,Comb|MQ2|Description for MQ2,SCDtime|SCD41|descriptionSCD41,CO2|SCD41|descriptionSCD41,C|SCD41|descriptionSCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41|description SCD41,Session
2023-12-06 00:26:18.568,2023-12-05 23:50:38.745,240.00,40.00,131.00,197.00,160.00,199.00,2023-12-05 23:50:35.339,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:18.761,2023-12-05 23:50:38.942,198.00,37.00,132.00,160.00,160.00,174.00,2023-12-05 23:50:35.339,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:18.955,2023-12-05 23:50:39.132,221.00,40.00,131.00,168.00,162.00,177.00,2023-12-05 23:50:35.339,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:19.148,2023-12-05 23:50:39.325,272.00,39.00,129.00,212.00,162.00,204.00,2023-12-05 23:50:35.339,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:19.342,2023-12-05 23:50:39.521,188.00,37.00,134.00,154.00,160.00,171.00,2023-12-05 23:50:35.339,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:19.536,2023-12-05 23:50:39.713,213.00,40.00,134.00,167.00,160.00,179.00,2023-12-05 23:50:35.339,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:19.729,2023-12-05 23:50:39.907,283.00,37.00,131.00,217.00,161.00,208.00,2023-12-05 23:50:35.339,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:19.923,2023-12-05 23:50:40.103,180.00,39.00,132.00,151.00,159.00,169.00,2023-12-05 23:50:35.339,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:20.116,2023-12-05 23:50:40.294,213.00,40.00,134.00,169.00,160.00,180.00,2023-12-05 23:50:35.339,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:20.310,2023-12-05 23:50:40.493,294.00,37.00,134.00,217.00,160.00,202.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:20.503,2023-12-05 23:50:40.685,182.00,37.00,134.00,161.00,160.00,180.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:20.697,2023-12-05 23:50:40.875,209.00,39.00,131.00,168.00,162.00,179.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:20.890,2023-12-05 23:50:41.072,273.00,40.00,132.00,198.00,160.00,193.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:21.083,2023-12-05 23:50:41.263,221.00,37.00,132.00,186.00,160.00,194.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:21.276,2023-12-05 23:50:41.456,201.00,39.00,129.00,160.00,157.00,175.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:21.470,2023-12-05 23:50:41.652,241.00,40.00,134.00,176.00,160.00,179.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:21.663,2023-12-05 23:50:41.844,257.00,40.00,132.00,206.00,160.00,202.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:21.857,2023-12-05 23:50:42.037,192.00,39.00,129.00,156.00,160.00,172.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:22.050,2023-12-05 23:50:42.233,215.00,40.00,134.00,167.00,160.00,179.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:22.244,2023-12-05 23:50:42.424,280.00,40.00,132.00,214.00,160.00,207.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:22.438,2023-12-05 23:50:42.619,184.00,40.00,134.00,153.00,160.00,168.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:22.631,2023-12-05 23:50:42.814,214.00,36.00,134.00,169.00,160.00,179.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:22.825,2023-12-05 23:50:43.006,288.00,40.00,134.00,217.00,160.00,207.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:23.018,2023-12-05 23:50:43.201,175.00,37.00,133.00,152.00,160.00,172.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:23.212,2023-12-05 23:50:43.392,212.00,39.00,132.00,167.00,157.00,180.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:23.405,2023-12-05 23:50:43.622,286.00,39.00,129.00,208.00,161.00,200.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:23.599,2023-12-05 23:50:43.799,197.00,40.00,132.00,172.00,160.00,187.00,2023-12-05 23:50:40.348,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:48.556,2023-12-05 23:51:08.651,208.00,40.00,132.00,179.00,160.00,191.00,2023-12-05 23:50:45.358,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:48.749,2023-12-05 23:51:08.857,204.00,39.00,131.00,161.00,161.00,177.00,2023-12-05 23:50:50.369,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:48.943,2023-12-05 23:51:09.033,251.00,39.00,129.00,184.00,160.00,182.00,2023-12-05 23:50:55.384,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:49.136,2023-12-05 23:51:09.226,246.00,37.00,132.00,200.00,160.00,201.00,2023-12-05 23:51:00.396,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:49.330,2023-12-05 23:51:09.382,196.00,39.00,131.00,156.00,160.00,173.00,2023-12-05 23:51:05.407,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:49.523,2023-12-05 23:51:09.576,215.00,40.00,131.00,168.00,162.00,179.00,2023-12-05 23:51:05.407,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:49.716,2023-12-05 23:51:09.769,276.00,39.00,132.00,212.00,157.00,206.00,2023-12-05 23:51:05.407,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:49.909,2023-12-05 23:51:10.035,186.00,39.00,129.00,153.00,161.00,170.00,2023-12-05 23:51:05.407,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:50.103,2023-12-05 23:51:10.205,214.00,37.00,132.00,167.00,160.00,179.00,2023-12-05 23:51:05.407,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:50.297,2023-12-05 23:51:10.379,286.00,39.00,131.00,216.00,160.00,207.00,2023-12-05 23:51:05.407,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:50.490,2023-12-05 23:51:10.583,177.00,37.00,132.00,148.00,160.00,168.00,2023-12-05 23:51:10.417,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:50.684,2023-12-05 23:51:10.769,212.00,40.00,132.00,170.00,160.00,181.00,2023-12-05 23:51:10.417,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:50.877,2023-12-05 23:51:10.959,289.00,37.00,131.00,211.00,161.00,200.00,2023-12-05 23:51:10.417,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:51.071,2023-12-05 23:51:11.183,190.00,39.00,131.00,169.00,161.00,185.00,2023-12-05 23:51:10.417,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:51.264,2023-12-05 23:51:11.373,205.00,40.00,132.00,164.00,160.00,177.00,2023-12-05 23:51:10.417,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:51.458,2023-12-05 23:51:11.549,263.00,40.00,134.00,193.00,161.00,188.00,2023-12-05 23:51:10.417,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:51.651,2023-12-05 23:51:11.743,229.00,40.00,134.00,193.00,161.00,196.00,2023-12-05 23:51:10.417,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:51.845,2023-12-05 23:51:11.937,197.00,40.00,134.00,160.00,161.00,175.00,2023-12-05 23:51:10.417,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:52.038,2023-12-05 23:51:12.129,228.00,42.00,131.00,168.00,161.00,176.00,2023-12-05 23:51:10.417,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:52.232,2023-12-05 23:51:12.319,264.00,39.00,131.00,211.00,161.00,203.00,2023-12-05 23:51:10.417,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:26:52.425,2023-12-05 23:51:12.526,185.00,40.00,132.00,156.00,160.00,171.00,2023-12-05 23:51:10.417,0,0,0,0,0,2023-12-05 23:08:47
