TS|(Overall),TS|(Rpi),CH4|MQ4|Description for MQ4,CO|MQ7|Description for MQ7,Gen|MQ5|Description for MQ5,Alcohol|MQ3|Description for MQ3,NH3|MQ135|Description for MQ135,Comb|MQ2|Description for MQ2,SCDtime|SCD41|descriptionSCD41,CO2|SCD41|descriptionSCD41,C|SCD41|descriptionSCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41|description SCD41,Session
2023-12-06 00:11:53.577,2023-12-05 23:36:12.819,273.00,39.00,131.00,199.00,161.00,193.00,2023-12-05 23:36:08.529,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:53.770,2023-12-05 23:36:13.018,224.00,39.00,134.00,190.00,161.00,195.00,2023-12-05 23:36:08.529,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:53.964,2023-12-05 23:36:13.209,202.00,39.00,136.00,160.00,164.00,177.00,2023-12-05 23:36:08.529,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:54.157,2023-12-05 23:36:13.406,242.00,39.00,136.00,177.00,162.00,179.00,2023-12-05 23:36:08.529,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:54.351,2023-12-05 23:36:13.604,257.00,37.00,136.00,207.00,162.00,203.00,2023-12-05 23:36:13.539,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:54.544,2023-12-05 23:36:13.793,193.00,40.00,134.00,158.00,161.00,173.00,2023-12-05 23:36:13.539,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:54.737,2023-12-05 23:36:13.987,215.00,39.00,133.00,168.00,162.00,180.00,2023-12-05 23:36:13.539,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:54.930,2023-12-05 23:36:14.179,277.00,40.00,134.00,214.00,162.00,207.00,2023-12-05 23:36:13.539,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:55.124,2023-12-05 23:36:14.374,186.00,40.00,134.00,154.00,162.00,171.00,2023-12-05 23:36:13.539,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:55.317,2023-12-05 23:36:14.559,214.00,42.00,133.00,168.00,164.00,182.00,2023-12-05 23:36:13.539,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:55.511,2023-12-05 23:36:14.723,286.00,42.00,131.00,218.00,161.00,208.00,2023-12-05 23:36:13.539,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:55.705,2023-12-05 23:36:14.917,179.00,40.00,135.00,152.00,164.00,169.00,2023-12-05 23:36:13.539,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:55.898,2023-12-05 23:36:15.111,214.00,39.00,131.00,170.00,163.00,181.00,2023-12-05 23:36:13.539,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:56.092,2023-12-05 23:36:15.304,295.00,39.00,133.00,216.00,162.00,203.00,2023-12-05 23:36:13.539,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:56.285,2023-12-05 23:36:15.498,184.00,40.00,136.00,164.00,164.00,182.00,2023-12-05 23:36:13.539,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:56.479,2023-12-05 23:36:15.692,212.00,40.00,134.00,167.00,161.00,181.00,2023-12-05 23:36:13.539,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:56.672,2023-12-05 23:36:15.885,276.00,40.00,134.00,202.00,161.00,195.00,2023-12-05 23:36:13.539,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:11:56.866,2023-12-05 23:36:16.079,216.00,37.00,136.00,183.00,160.00,192.00,2023-12-05 23:36:13.539,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:12:09.634,2023-12-05 23:36:28.889,293.00,40.00,136.00,214.00,164.00,202.00,2023-12-05 23:36:18.550,0,0,0,0,0,2023-12-05 23:08:47
2023-12-06 00:12:26.466,2023-12-05 23:36:45.799,176.00,40.00,136.00,152.00,164.00,172.00,2023-12-05 23:36:23.560,0,0,0,0,0,2023-12-05 23:08:47
